Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas),nuevo iva,Unidad de Costo,Unidad de Medida,Nueva referencia producto,referencia producto - primera vez,referencia producto - segunda vez
13CALIG29P2583,CALFOSVIT SE S.I * 250 ML,2583,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,128634.0269,105094,,,0,18.3,7707115301116,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML,sin iva,Unidades,Unidades,2583,2583,2583
13CALIG29P2584,CALFOSVIT SE S.I * 50 ML,2584,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,41192.16646,33654,,,0,18.3,7707115301093,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,2584,2584,2584
13CALIG29P2585,CALFOSVIT SE S.I * 500 ML,2585,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,194827.4174,159174,,,0,18.3,7707115301154,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,2585,2585,2585
18CALIG07P1982,CALIBIOTICO * 100 ML,1982,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG07P1982,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,AMOXICILINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1982,1982,1982
13CALIG07P2586,CALIMAST LACTACION JGA * 10 ML,2586,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,7613.219094,6220,,,0,18.3,7707115399994,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO- BETAMETASONA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2586,2586,2586
13CALIG07P2587,CALIMAST SECADO * 10 ML,2587,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,6641.370869,5426,,,0,18.3,7707115300744,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2587,2587,2587
13CALIG07P2588,CALIMAST SECADO CJA * 4 JGA * 10 ML,2588,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG07P2588,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML,sin iva,Unidades,Unidades,2588,2588,2588
38CALLG07P2807,CALLMOTIL * 10 GR,2807,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS CALLBEST LTDA,5621.263941,4536.36,,,0,19.3,7707263670119,CAJA,ANTIDIARREICO,GANADERIA,10 GR,SULFAGUANINA- CAOLIN- PECTINA- NOVATROPINA- CLORURO DE SODIO- POTASIO,ANTIMICROBIANOS / ANTIDIARREICO,CAJA // 10 GR,sin iva,Unidades,Unidades,2807,2807,2807
29VECOG29P2201,CALMADEX * 500 ML,2201,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG29P2201,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,GLUCONATO DE CALCIO- CLORURO DE MAGNESIO- GLICEROFOSFATO DE MAGNESIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,2201,2201,2201
34ZOETG29P2672,CALMAFOS * 500 ML (G),2672,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ZOETIS COLOMBIA S.A.S,34433,28476,,,0,17.3,34ZOETG29P267,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,CALCIO- MAGNESIO- AC HPOFOSFORICO- DEXTROSA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,2672,2672,2672
32VIRBG29P2463,CALSYN VITAMINIZADO * 120 ML,2463,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,17291.41475,14300,,,0,17.3,32VIRBG29P246,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 120ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 120ML,sin iva,Unidades,Unidades,2463,2463,2463
32VIRBG29P2464,CALSYN VITAMINIZADO * 200 ML,2464,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG29P2464,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 200ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 200ML,sin iva,Unidades,Unidades,2464,2464,2464
32VIRBG29P2465,CALSYN VITAMINIZADO * 30 ML,2465,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG29P2465,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 30ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 30ML,sin iva,Unidades,Unidades,2465,2465,2465
32VIRBG29P2466,CALSYN VITAMINIZADO * 500 ML,2466,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,54292.62394,44900,,,0,17.3,32VIRBG29P2466,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 500ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 500ML,sin iva,Unidades,Unidades,2466,2466,2466
30VETLG29P2021,CALTONIC * 500 ML,2021,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VET LAT COLOMBIA S.A.S.,31118.04613,22934,,,0,26.3,30VETLG29P2021,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,VITA B1- B2- B3- B5- B6- B12- AMINOA- DEXTROSA- MAGNESIO- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML,sin iva,Unidades,Unidades,2021,2021,2021
38CALLG08P2808,CAN-BEST JGA * 2 ML,2808,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS CALLBEST LTDA,4089.219331,3300,,,0,19.3,770726360126,MILILITRO,ANTIPARASITARIO,MASCOTAS,,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // ,sin iva,Unidades,Unidades,2808,2808,2808
38CALLG08P2809,CAN-BEST JGA * 5 ML,2809,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS CALLBEST LTDA,5204.460967,4200,,,0,19.3,7707263670133,MILILITRO,ANTIPARASITARIO,MASCOTAS,,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // ,sin iva,Unidades,Unidades,2809,2809,2809
20ERMAG29P1668,CANAPET * 300 GR,1668,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS ERMA S.A.,17596,14200,,,5,19.3,20ERMAG29P166,GRAMOS,MULTIVITAMINICO,MASCOTAS,POLVO * 300GR,VITA A- B1- B2- B3- B5- B6- B9- B12- D3- E- COLINA- CALCIO- HIERRO- COBALTO- COBRE- MAGNESIO- MANGANESO- FOSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,GRAMOS // POLVO * 300GR,IVA Ventas 5%,Unidades,Unidades,1668,1668,1668
12CELLG08P2405,CANICEL 10 MG * 10 ML,2405,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,14462,11280,,,0,22,12CELLG08P240,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2405,2405,2405
12CELLG08P2406,CANICEL 10 MG * 2 ML,2406,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0.1,,,0,20,12CELLG08P2406,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML,sin iva,Unidades,Unidades,2406,2406,2406
12CELLG08P2407,CANICEL 10 MG * 5 ML,2407,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,13727,10707,,,0,22,12CELLG08P2407,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,2407,2407,2407
12CELLG08P2408,CANICEL 10 MG* 100 ML,2408,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0,,,0,20,12CELLG08P2408,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 100ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 100ML,sin iva,Unidades,Unidades,2408,2408,2408
12CELLG08P2409,CANICEL 5 MG * 10 ML,2409,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,9899,7721,,,0,22,12CELLG08P2409,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,2409,2409,2409
12CELLG08P2410,CANICEL 5 MG * 100 ML,2410,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0.1,,,0,20,12CELLG08P2410,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 100ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 100ML,sin iva,Unidades,Unidades,2410,2410,2410
12CELLG08P2411,CANICEL 5 MG * 2 ML,2411,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,5283,4121,,,0,22,12CELLG08P2411,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA  2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA  2ML,sin iva,Unidades,Unidades,2411,2411,2411
12CELLG08P2412,CANICEL 5 MG * 5 ML,2412,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,7491,5843,,,0,22,12CELLG08P241,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,2412,2412,2412
32VIRBG10P2467,CANIGEN MHA 2 PUPPY,2467,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,20435,18382,,,0,18.8,32VIRBG10P2467,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- PARVOVIRUS CANINO- ADENOVIRUS CANINO TIPO 2,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE,sin iva,Unidades,Unidades,2467,2467,2467
32VIRBG10P2468,CANIGEN MHA 2/L (TRIPLE),2468,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,15598,12900,,,0,18.8,32VIRBG10P2468,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- ADENOVIRUS CANINO TIPO 2- L CANICOLA- L ICTEROHAEMORRGAGIAE,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE,sin iva,Unidades,Unidades,2468,2468,2468
32VIRBG10P2469,CANIGEN MHA 2PPi/L (QUINTUPLE),2469,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,19226,15900,,,0,18.8,32VIRBG10P246,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- PARVOVIRUS CANINO- ADENOVIRUS CANINO TIPO 2- PARAINFLUENZA CANINA- L CANICOLA- L ICTEROHAEMORRHAGIAE,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE,sin iva,Unidades,Unidades,2469,2469,2469
40COLVG08P2830,CANIPETS * 5 ML,2830,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,5321.518987,4204,,,0,21,770728161014,MILILITRO,ANTIPARASITARIO,GANADERIA,,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // ,sin iva,Unidades,Unidades,2830,2830,2830
21PROVG08P1009,CANISAN - D * 10 ML,1009,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,17474.39,14329,,,0,18,21PROVG08P100,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,1009,1009,1009
21PROVG08P1010,CANISAN - D * 2.5 ML,1010,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,11018.29,9035,,,0,18,21PROVG08P101,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML",sin iva,Unidades,Unidades,1010,1010,1010
21PROVG08P1011,CANISAN - D * 5 ML,1011,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,12857.32,10543,,,0,18,21PROVG08P1011,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,1011,1011,1011
21PROVG08P1012,CANISAN F * 10 ML,1012,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,14441.46,11842,,,0,18,21PROVG08P1012,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML,sin iva,Unidades,Unidades,1012,1012,1012
21PROVG08P1013,CANISAN F * 2.5 ML,1013,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,9329.27,7650,,,0,18,21PROVG08P1013,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML",sin iva,Unidades,Unidades,1013,1013,1013
21PROVG08P1014,CANISAN F * 5 ML,1014,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,10671.95,8751,,,0,18,21PROVG08P1014,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,1014,1014,1014
21PROVG08P1015,CANISAN PUPPY * 2.5 ML,1015,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,7150,5863,,,0,18,21PROVG08P1015,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML",sin iva,Unidades,Unidades,1015,1015,1015
21PROVG08P1016,CANISAN PUPPY * 5 ML,1016,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,9120.73,7479,,,0,18,21PROVG08P1016,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,1016,1016,1016
21PROVG08P1017,CANISAN T FCO * 12 TABS,1017,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG08P1017,TABLETA,ANTIPARASITARIO,MASCOTAS,TABLETAS * 12,PAMOATO DE PIRANTEL- FENBENDAZOL- PRAZICUANTEL- IVERMECTINA,ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 12,sin iva,Unidades,Unidades,1017,1017,1017
23LAVMG08P2331,CANIVERMIN CJA * 10 TABS,2331,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG08P2331,TABLETA,ANTIPARASITARIO,MASCOTAS,TABLETAS * 10,MEBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,2331,2331,2331
24LZOOG29P1561,CANIVEX ORAL * 10 ML,1561,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS ZOO S.A.S.,10649,8700,,,0,18.3,7704614060018,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 10ML,VITA A- D3- B1- B2- B3- B6- B12- VITA C-LISINA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 10ML,sin iva,Unidades,Unidades,1561,1561,1561
17BUSSG08P2241,CANNEX JGA * 2 ML,2241,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,12117.50306,9900,,,0,18.3,7702195078699,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML,sin iva,Unidades,Unidades,2241,2241,2241
17BUSSG08P2242,CANNEX JGA * 5 ML,2242,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,14565.48348,11900,,,0,18.3,7702195078705,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML,sin iva,Unidades,Unidades,2242,2242,2242
17BUSSG08P2243,CANNEX SUSP. * 200 ML,2243,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,249571.6034,203900,,,0,18.3,7702195078743,MILILITROS,ANTIPARASITARIO,MASCOTAS,FRASCO * 200ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 200ML,sin iva,Unidades,Unidades,2243,2243,2243
11BOGAG08P1491,CARAVANAS DC PAQUETE * 20 UND,1491,UNIDAD,ANTIPARASITARIOS,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG08P1491,UNIDAD,ANTIPARASITARIO,GANADERIA,OREJERAS  * 20,DIAZINON- CLORPIRIFOS ,ANTIPARASITARIOS / ANTIPARASITARIO,UNIDAD // OREJERAS  * 20,sin iva,Unidades,Unidades,1491,1491,1491
26PHARG08P2137,CARBIMID INY. * 1.2 GR,2137,UNIDAD,ANTIPARASITARIOS,GANADERIA,PHARVET S.A.S,0,0,,,0,20,26PHARG08P2137,GRAMOS,HEMOPARASITICIDA,GANADERIA,"INYECTABLE * 1,2GR",NO APLICA,ANTIPARASITARIOS / HEMOPARASITICIDA,"GRAMOS // INYECTABLE * 1,2GR",sin iva,Unidades,Unidades,2137,2137,2137
13CALIG16P2589,CARDIO B TABS RECUBIERTAS CJA * 30 TABS,2589,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,COMPAÑIA CALIFORNIA,83564.25949,68272,,,0,18.3,7707115300553,TABLETA,CARDIOPROTECTOR,MASCOTAS,TABLETAS * 30,BENAZEPRIL,ESPECIALIDADES MEDICAS / CARDIOPROTECTOR,TABLETA // TABLETAS * 30,sin iva,Unidades,Unidades,2589,2589,2589
13CALIG16P2590,CARDIO B+E 10/80 CAJA * 30 TAB,2590,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,COMPAÑIA CALIFORNIA,108776.0098,88870,,,0,18.3,7707115300331,TABLETA,CARDIOPROTECTOR,MASCOTAS,TABLETAS * 30,BENAZEPRIL- ESPIRONOLACTONA,ESPECIALIDADES MEDICAS / CARDIOPROTECTOR,TABLETA // TABLETAS * 30,sin iva,Unidades,Unidades,2590,2590,2590
13CALIG16P2591,CARDIO B+E 5/40 CAJA * 30 TAB,2591,UNIDAD,ESPECIALIDADES MEDICAS,MASCOTAS,COMPAÑIA CALIFORNIA,90701.34639,74103,,,0,18.3,7707115300324,TABLETA,CARDIOPROTECTOR,MASCOTAS,TABLETAS * 30,BENAZEPRIL- ESPIRONOLACTONA,ESPECIALIDADES MEDICAS / CARDIOPROTECTOR,TABLETA // TABLETAS * 30,sin iva,Unidades,Unidades,2591,2591,2591
31VICAG16P1257,CARDIOTON * 20 ML,1257,UNIDAD,ESPECIALIDADES MEDICAS,GANADERIA,VICAR FARMACEUTICA S.A.,27210,22312,,,0,18,31VICAG16P125,MILILITROS,ANALEPTICO,GANADERIA,INYECTABLE * 20ML,CAFEINA- ALCANFOR,ESPECIALIDADES MEDICAS / ANALEPTICO,MILILITROS // INYECTABLE * 20ML,sin iva,Unidades,Unidades,1257,1257,1257
31VICAG16P1258,CARDIOTON AMP. * 5 ML,1258,UNIDAD,ESPECIALIDADES MEDICAS,GANADERIA,VICAR FARMACEUTICA S.A.,0,0,,,0,18,31VICAG16P1258,MILILITROS,ANALEPTICO,GANADERIA,INYECTABLE * 5ML,CAFEINA- ALCANFOR,ESPECIALIDADES MEDICAS / ANALEPTICO,MILILITROS // INYECTABLE * 5ML,sin iva,Unidades,Unidades,1258,1258,1258
29VECOG27P2202,CARMINAL PETS * 150 ML,2202,UNIDAD,SUPLEMENTOS ALIMENTICIOS,MASCOTAS,VECOL S.A.,101626,82012,,,5,19.3,29VECOG27P2202,MILILITROS,SUPLEMENTOS ALMENTICIOS,MASCOTAS,SUSPENSIÓN * 150ML,GLUTAMINA- ALOE VERA- VITAMINAS DEL COMPLEJO B- ACIDO GLICIRRICINICO- L-CARNOSINA- HINOJO,SUPLEMENTOS ALIMENTICIOS / SUPLEMENTOS ALMENTICIOS,MILILITROS // SUSPENSIÓN * 150ML,IVA Ventas 5%,Unidades,Unidades,2202,2202,2202
14HEELG18P1921,CARTILAGO SUIS CJA * 5 AMP,1921,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1921,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1921,1921,1921
32VIRBG16P2470,CASQUIL * 250 GR,2470,UNIDAD,ESPECIALIDADES MEDICAS,EQUINOS,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG16P2470,GRAMOS,DERMATOLOGICOS,EQUINOS,250GR,ALQUITRAN VEGETAL- FORMOL- SOLVESSO,ESPECIALIDADES MEDICAS / DERMATOLOGICOS,GRAMOS // 250GR,sin iva,Unidades,Unidades,2470,2470,2470
25NOVAG09P1736,CASQUITOS CREMA TOPICA * 200 GR,1736,UNIDAD,ANTISEPTICOS-DESINFECTANTES,EQUINOS,NOVALFARM LTDA,29500,23600,,,0,20,7709990307245,GRAMOS,DERMATOLOGICOS,EQUINOS,CREMA * 220GR,YODO- FORMOL,ANTISEPTICOS-DESINFECTANTES / DERMATOLOGICOS,GRAMOS // CREMA * 220GR,sin iva,Unidades,Unidades,1736,1736,1736
37INSMG20P2745,CATETER Nª 16 G,2745,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2745,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2745,2745,2745
37INSMG20P2744,CATETER N° 24 G,2744,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2744,UNIDAD,INSUMO,INSUMOS,UNIDAD,NO APLICA,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2744,2744,2744
37INSMG21P2746,CATETER TAL TRANSPAR BOVINOS  PAQ * 25 UNID,2746,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2746,PAQUETE,INSUMO,GANADERIA,PAQUETE,NO APLICA,INSUMOS PECUARIOS / INSUMO,PAQUETE // PAQUETE,sin iva,Unidades,Unidades,2746,2746,2746
37INSMG20P2747,CATGUT # 2-0 CROMADO INSMEVET,2747,UNIDAD,INSUMOS MEDICOS,INSUMOS,INSMEVET S EN C,0,0,,,0,0,37INSMG20P2747,UNIDAD,INSUMO,INSUMOS,UNIDAD,CATGUT,INSUMOS MEDICOS / INSUMO,UNIDAD // UNIDAD,sin iva,Unidades,Unidades,2747,2747,2747
