Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas)
31VICAG29P1250,CACODIL B12 * 500 ML + CACODIL B15 * 500 ML,1250,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VICAR FARMACEUTICA S.A.,243818.29,199931,,,0,18,31VICAG29P125,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,NO APLICA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
46NUTRG29P2963,CAL-1000 * 2 KL,2963,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS NUTRIFARMA SAS,25648,19800,,,5,22.8,46NUTRG28P2963,,MULTIVITAMINICO,GANADERIA,,CALCIO 30%- MAGNESIO- ZINC- COBRE- COBALTO,VITAMINAS Y MINERALES / MULTIVITAMINICO, // 
16INVEG29P1872,CALCI - FORM * 120 ML,1872,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,INVET SA,21144,17275,,,0,18.3,16INVEG29P187,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 120ML,VITA A- B1- B2- B3- B6- B12- D3-  FOSFATO BICAL,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 120ML
23LAVMG29P2329,CALCIO VM BOLSA * KILO,2329,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG29P2329,KILOGRAMO,MULTIVITAMINICO,GANADERIA,POLVO * KILO,CALCIO- FOSFORO- MAGNESIO- AZUFRE- COBRE- ZINC- YODO- COBALTO- SODIO- FLUOR,VITAMINAS Y MINERALES / MULTIVITAMINICO,KILOGRAMO // POLVO * KILO
23LAVMG29P2330,CALCIO VM BOLSA * LIBRA,2330,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG29P2330,LIBRA,MULTIVITAMINICO,GANADERIA,POLVO * LIBRA,CALCIO- FOSFORO- MAGNESIO- AZUFRE- COBRE- ZINC- YODO- COBALTO- SODIO- FLUOR,VITAMINAS Y MINERALES / MULTIVITAMINICO,LIBRA // POLVO * LIBRA
18CALIG29P1981,CALCIO-CAL INY * 250 ML,1981,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG29P1981,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,GLUCONATO DE CALCIO- OXIDO DE CALCIO- CLORURO DE MAGNESIO- ACIDO BÓRICO- POLIETILENGLICOL,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
32VIRBG29P2462,CALCIOLAB * 400 ML,2462,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,5,10.3,32VIRBG29P2462,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 400ML,CALCIO- MAGNESIO- SODIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 400ML
28VALLG29P1646,CALDEXFOS * 500 ML,1646,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,0,20,28VALLG29P1646,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,CALCIO- MAGNESIO- AC HIPOFOSFORICO- POTASIO- DEXTROSA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
39VETEG29P2829,CALFOLAND * 500 ML,2829,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,LABORATORIOS VETERLAND LTDA,23587.5,18870,,,0,20,39VETEG29P2829,,MULTIVITAMINICO,GANADERIA,FRASCO * 500ML,CALCIO- MAGNESIO- AC HIPOFOSFOROSO- DEXTROSA,VITAMINAS Y MINERALES / MULTIVITAMINICO, // FRASCO * 500ML
13CALIG29P2581,CALFOSVIT ATP S.I * 250 ML,2581,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115300140,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,ATP- COBRE- FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
13CALIG29P2582,CALFOSVIT ATP S.I * 50 ML,2582,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,7707115300133,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,ATP- COBRE- FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML
13CALIG29P2583,CALFOSVIT SE S.I * 250 ML,2583,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,128634.0269,105094,,,0,18.3,7707115301116,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 250ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 250ML
13CALIG29P2584,CALFOSVIT SE S.I * 50 ML,2584,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,41192.16646,33654,,,0,18.3,7707115301093,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 50ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 50ML
13CALIG29P2585,CALFOSVIT SE S.I * 500 ML,2585,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COMPAÑIA CALIFORNIA,194827.4174,159174,,,0,18.3,7707115301154,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,FOSFORO- ZINC- YODO- SELENIO ,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
18CALIG07P1982,CALIBIOTICO * 100 ML,1982,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS LAVERLAM,0,0,,,0,19.3,18CALIG07P1982,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,AMOXICILINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML
13CALIG07P2586,CALIMAST LACTACION JGA * 10 ML,2586,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,7613.219094,6220,,,0,18.3,7707115399994,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO- BETAMETASONA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML
13CALIG07P2587,CALIMAST SECADO * 10 ML,2587,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,6641.370869,5426,,,0,18.3,7707115300744,MILILITROS,ANTIBIOTICO,GANADERIA,JERINGA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // JERINGA * 10ML
13CALIG07P2588,CALIMAST SECADO CJA * 4 JGA * 10 ML,2588,UNIDAD,ANTIMICROBIANOS,GANADERIA,COMPAÑIA CALIFORNIA,0,0,,,0,18.3,13CALIG07P2588,MILILITROS,ANTIBIOTICO,GANADERIA,CAJA * 10ML,CLOXACILINA BENZATINICA- AMPICILINA TRIHIDRATO,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // CAJA * 10ML
38CALLG07P2807,CALLMOTIL * 10 GR,2807,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS CALLBEST LTDA,5621.263941,4536.36,,,0,19.3,7707263670119,CAJA,ANTIDIARREICO,GANADERIA,10 GR,SULFAGUANINA- CAOLIN- PECTINA- NOVATROPINA- CLORURO DE SODIO- POTASIO,ANTIMICROBIANOS / ANTIDIARREICO,CAJA // 10 GR
29VECOG29P2201,CALMADEX * 500 ML,2201,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VECOL S.A.,0,0,,,0,20,29VECOG29P2201,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,GLUCONATO DE CALCIO- CLORURO DE MAGNESIO- GLICEROFOSFATO DE MAGNESIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
34ZOETG29P2672,CALMAFOS * 500 ML (G),2672,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,ZOETIS COLOMBIA S.A.S,34433,28476,,,0,17.3,34ZOETG29P267,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,CALCIO- MAGNESIO- AC HPOFOSFORICO- DEXTROSA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
15ICOFG2912129,CALPLUS FCO * 120 ML,2129,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,ICOFARMA S.A,24040,19232,,,0,20,7707175801007,UNIDAD,MULTIVITAMINICO,MASCOTAS,FRASCO * 120ML,NO APLICA,VITAMINAS Y MINERALES / MULTIVITAMINICO,UNIDAD // FRASCO * 120ML
15ICOFG29P2128,CALPLUS JERINGA * 30 ML,2128,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,ICOFARMA S.A,8748.75,6999,,,0,20,7707175802189,UNIDAD,MULTIVITAMINICO,MASCOTAS,JERINGA * 30ML,NO APLICA,VITAMINAS Y MINERALES / MULTIVITAMINICO,UNIDAD // JERINGA * 30ML
32VIRBG29P2463,CALSYN VITAMINIZADO * 120 ML,2463,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,17291.41475,14300,,,0,17.3,32VIRBG29P246,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 120ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 120ML
32VIRBG29P2464,CALSYN VITAMINIZADO * 200 ML,2464,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG29P2464,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 200ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 200ML
32VIRBG29P2465,CALSYN VITAMINIZADO * 30 ML,2465,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG29P2465,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 30ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 30ML
32VIRBG29P2466,CALSYN VITAMINIZADO * 500 ML,2466,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,COOPERATIVA DE GANADEROS DEL CENTRO,54292.62394,44900,,,0,17.3,32VIRBG29P2466,MILILITROS,MULTIVITAMINICO,GANADERIA,SUSPENSIÓN * 500ML,VIT A- B1- B2- B3- B6- B12- D3- FOSFATO BICALCICO - CALCIO- FÓSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 500ML
30VETLG29P2021,CALTONIC * 500 ML,2021,UNIDAD,VITAMINAS Y MINERALES,GANADERIA,VET LAT COLOMBIA S.A.S.,31118.04613,22934,,,0,26.3,30VETLG29P2021,MILILITROS,MULTIVITAMINICO,GANADERIA,INYECTABLE * 500ML,VITA B1- B2- B3- B5- B6- B12- AMINOA- DEXTROSA- MAGNESIO- CALCIO,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // INYECTABLE * 500ML
38CALLG08P2808,CAN-BEST JGA * 2 ML,2808,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS CALLBEST LTDA,4089.219331,3300,,,0,19.3,770726360126,MILILITRO,ANTIPARASITARIO,MASCOTAS,,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
38CALLG08P2809,CAN-BEST JGA * 5 ML,2809,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS CALLBEST LTDA,5204.460967,4200,,,0,19.3,7707263670133,MILILITRO,ANTIPARASITARIO,MASCOTAS,,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
20ERMAG29P1668,CANAPET * 300 GR,1668,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS ERMA S.A.,17596,14200,,,5,19.3,20ERMAG29P166,GRAMOS,MULTIVITAMINICO,MASCOTAS,POLVO * 300GR,VITA A- B1- B2- B3- B5- B6- B9- B12- D3- E- COLINA- CALCIO- HIERRO- COBALTO- COBRE- MAGNESIO- MANGANESO- FOSFORO,VITAMINAS Y MINERALES / MULTIVITAMINICO,GRAMOS // POLVO * 300GR
12CELLG08P2405,CANICEL 10 MG * 10 ML,2405,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,14462,11280,,,0,22,12CELLG08P240,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
12CELLG08P2406,CANICEL 10 MG * 2 ML,2406,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0.1,,,0,20,12CELLG08P2406,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML
12CELLG08P2407,CANICEL 10 MG * 5 ML,2407,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,13727,10707,,,0,22,12CELLG08P2407,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
12CELLG08P2408,CANICEL 10 MG* 100 ML,2408,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0,,,0,20,12CELLG08P2408,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 100ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 100ML
12CELLG08P2409,CANICEL 5 MG * 10 ML,2409,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,9899,7721,,,0,22,12CELLG08P2409,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
12CELLG08P2410,CANICEL 5 MG * 100 ML,2410,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,0,0.1,,,0,20,12CELLG08P2410,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 100ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 100ML
12CELLG08P2411,CANICEL 5 MG * 2 ML,2411,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,5283,4121,,,0,22,12CELLG08P2411,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA  2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA  2ML
12CELLG08P2412,CANICEL 5 MG * 5 ML,2412,UNIDAD,ANTIPARASITARIOS,MASCOTAS,CELLS FARMACEUTICA,7491,5843,,,0,22,12CELLG08P241,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
32VIRBG10P2467,CANIGEN MHA 2 PUPPY,2467,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,20435,18382,,,0,18.8,32VIRBG10P2467,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- PARVOVIRUS CANINO- ADENOVIRUS CANINO TIPO 2,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE
32VIRBG10P2468,CANIGEN MHA 2/L (TRIPLE),2468,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,15598,12900,,,0,18.8,32VIRBG10P2468,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- ADENOVIRUS CANINO TIPO 2- L CANICOLA- L ICTEROHAEMORRGAGIAE,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE
32VIRBG10P2469,CANIGEN MHA 2PPi/L (QUINTUPLE),2469,UNIDAD,BIOLOGICOS,MASCOTAS,VIRBAC COLOMBIA LTDA,19226,15900,,,0,18.8,32VIRBG10P246,UNIDAD,VACUNAS,MASCOTAS,INYECTABLE,VIRUS DE DISTEMPER CANINO- PARVOVIRUS CANINO- ADENOVIRUS CANINO TIPO 2- PARAINFLUENZA CANINA- L CANICOLA- L ICTEROHAEMORRHAGIAE,BIOLOGICOS / VACUNAS,UNIDAD // INYECTABLE
40COLVG08P2828,CANIPETS * 10 ML,2828,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIO COLOMBIANO DE VETERINARIA S.A,9060.759494,7158,,,0,21,7707281610111,MILILITRO,ANTIPARASITARIO,MASCOTAS,,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
40COLVG08P2839,CANIPETS * 100 ML,2839,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIO COLOMBIANO DE VETERINARIA S.A,37975,30000,,,0,21,40COLVG08P2839,,ANTIPARASITARIO,MASCOTAS,100ML,NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO, // 100ML
40COLVG08P2829,CANIPETS * 2 ML,2829,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,4637.974684,3664,,,0,21,7707281610104,MILILITRO,ANTIPARASITARIO,GANADERIA,,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
40COLVG08P2830,CANIPETS * 5 ML,2830,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIO COLOMBIANO DE VETERINARIA S.A,5321.518987,4204,,,0,21,770728161014,MILILITRO,ANTIPARASITARIO,GANADERIA,,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITRO // 
21PROVG08P1009,CANISAN - D * 10 ML,1009,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,17474.39,14329,,,0,18,21PROVG08P100,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
21PROVG08P1010,CANISAN - D * 2.5 ML,1010,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,11018.29,9035,,,0,18,21PROVG08P101,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML"
21PROVG08P1011,CANISAN - D * 5 ML,1011,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,12857.32,10543,,,0,18,21PROVG08P1011,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,FENBENDAZOL - PRAZIQUANTEL - DICLAZURIL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
21PROVG08P1012,CANISAN F * 10 ML,1012,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,14441.46,11842,,,0,18,21PROVG08P1012,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
21PROVG08P1013,CANISAN F * 2.5 ML,1013,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,9329.27,7650,,,0,18,21PROVG08P1013,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML"
21PROVG08P1014,CANISAN F * 5 ML,1014,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,10671.95,8751,,,0,18,21PROVG08P1014,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,ALBENDAZOL- PRAZIQUANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
21PROVG08P1015,CANISAN PUPPY * 2.5 ML,1015,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,7150,5863,,,0,18,21PROVG08P1015,MILILITROS,ANTIPARASITARIO,MASCOTAS,"JERINGA * 2,5ML",NO APLICA,ANTIPARASITARIOS / ANTIPARASITARIO,"MILILITROS // JERINGA * 2,5ML"
21PROVG08P1016,CANISAN PUPPY * 5 ML,1016,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,9120.73,7479,,,0,18,21PROVG08P1016,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
21PROVG08P1017,CANISAN T FCO * 12 TABS,1017,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG08P1017,TABLETA,ANTIPARASITARIO,MASCOTAS,TABLETAS * 12,PAMOATO DE PIRANTEL- FENBENDAZOL- PRAZICUANTEL- IVERMECTINA,ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 12
23LAVMG08P2331,CANIVERMIN CJA * 10 TABS,2331,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG08P2331,TABLETA,ANTIPARASITARIO,MASCOTAS,TABLETAS * 10,MEBENDAZOL,ANTIPARASITARIOS / ANTIPARASITARIO,TABLETA // TABLETAS * 10
24LZOOG29P1561,CANIVEX ORAL * 10 ML,1561,UNIDAD,VITAMINAS Y MINERALES,MASCOTAS,LABORATORIOS ZOO S.A.S.,10649,8700,,,0,18.3,7704614060018,MILILITROS,MULTIVITAMINICO,MASCOTAS,SUSPENSIÓN * 10ML,VITA A- D3- B1- B2- B3- B6- B12- VITA C-LISINA,VITAMINAS Y MINERALES / MULTIVITAMINICO,MILILITROS // SUSPENSIÓN * 10ML
17BUSSG08P2238,CANNEX CACHORROS JGA * 5 ML,2238,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,10893.51285,8900,,,0,18.3,7702195119835,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,FEBANTEL- PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
17BUSSG08P2239,CANNEX CACHORROS SUSP * 60 ML,2239,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,79436.9645,64900,,,0,18.3,7702195119828,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 60ML,FEBANTEL- PAMOATO DE PIRANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 60ML
17BUSSG08P2240,CANNEX JGA * 10 ML,2240,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,19461.44,15900,,,0,18.3,7702195078736,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 10ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 10ML
17BUSSG08P2241,CANNEX JGA * 2 ML,2241,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,12117.50306,9900,,,0,18.3,7702195078699,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 2ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 2ML
17BUSSG08P2242,CANNEX JGA * 5 ML,2242,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,14565.48348,11900,,,0,18.3,7702195078705,MILILITROS,ANTIPARASITARIO,MASCOTAS,JERINGA * 5ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // JERINGA * 5ML
17BUSSG08P2243,CANNEX SUSP. * 200 ML,2243,UNIDAD,ANTIPARASITARIOS,MASCOTAS,LABORATORIOS BUSSIE S.A,249571.6034,203900,,,0,18.3,7702195078743,MILILITROS,ANTIPARASITARIO,MASCOTAS,FRASCO * 200ML,PAMOATO DE PIRANTEL- PRAZICUANTEL- FEBANTEL,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // FRASCO * 200ML
37INSMG21P2736,CANTINA 20 LT TAPA CAUCHO,2736,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2736,UNIDAD,INSUMO,GANADERIA,UNIDAD,NO APLICA,INSUMOS PECUARIOS / INSUMO,UNIDAD // UNIDAD
37INSMG21P2737,CANTINA TAPA CAUCHO IMUSA * 40 LT,2737,UNIDAD,INSUMOS PECUARIOS,GANADERIA,INSMEVET S EN C,0,0,,,0,20,37INSMG21P2737,UNIDAD,INSUMO,GANADERIA,UNIDAD,NO APLICA,INSUMOS PECUARIOS / INSUMO,UNIDAD // UNIDAD
